"Scenario","Region","t","Recycling"
"Ambitious-Baseline-Baseline-Baseline-Baseline","EFTA",2029,0.0263687223966071
"Ambitious-Baseline-Baseline-Baseline-Baseline","EFTA",2030,0.0347767288668858
"Ambitious-Baseline-Baseline-Baseline-Baseline","EFTA",2031,0.0455273252338753
"Ambitious-Baseline-Baseline-Baseline-Baseline","EFTA",2032,0.0578139539831485
"Ambitious-Baseline-Baseline-Baseline-Baseline","EFTA",2033,0.0733020884598469
"Ambitious-Baseline-Baseline-Baseline-Baseline","EFTA",2034,0.0911710157015989
"Ambitious-Baseline-Baseline-Baseline-Baseline","EFTA",2035,0.111574391125665
"Ambitious-Baseline-Baseline-Baseline-Baseline","EFTA",2036,0.133895220391847
"Ambitious-Baseline-Baseline-Baseline-Baseline","EFTA",2037,0.157306572794414
"Ambitious-Baseline-Baseline-Baseline-Baseline","EFTA",2038,0.181317264563496
"Ambitious-Baseline-Baseline-Baseline-Baseline","EFTA",2039,0.206253155591169
"Ambitious-Baseline-Baseline-Baseline-Baseline","EFTA",2040,0.230930106517356
"Ambitious-Baseline-Baseline-Baseline-Baseline","EFTA",2041,0.254967946927235
"Ambitious-Baseline-Baseline-Baseline-Baseline","EFTA",2042,0.279502254385746
"Ambitious-Baseline-Baseline-Baseline-Baseline","EFTA",2043,0.304203494660807
"Ambitious-Baseline-Baseline-Baseline-Baseline","EFTA",2044,0.329231511856481
"Ambitious-Baseline-Baseline-Baseline-Baseline","EFTA",2045,0.354119025054734
"Ambitious-Baseline-Baseline-Baseline-Baseline","EFTA",2046,0.37853697734879
"Ambitious-Baseline-Baseline-Baseline-Baseline","EFTA",2047,0.399043106049887
"Ambitious-Baseline-Baseline-Baseline-Baseline","EFTA",2048,0.421562794508601
"Ambitious-Baseline-Baseline-Baseline-Baseline","EFTA",2049,0.442343800776011
"Ambitious-Baseline-Baseline-Baseline-Baseline","EFTA",2050,0.461165795224118
"Ambitious-Baseline-Baseline-Baseline-Baseline","EFTA",2051,0.477934156494932
